label	cmd
0	II
0	IL_TRACE_LOG
0	IL_TRACE_LOG_NUM
0	IL_TRANSACTION_LOG
0	IMADMIN
0	IMDG ea/eager
0	"IMEOUT|cut -d""("" -f2|awk -F"","" '{print ($1-"
0	INACTIVE
0	INDEX
0	INET_SUS_DL*.DAT
0	INFINILINK
0	INFL_CUSTOM_LOG_TXN
0	INFL_ERR_LOG_MONI
0	INFO =======================================================NUM,NUM      NUM%NUM-NUM-NUM NUM:NUM:NUM.NUM  INFO [- * STARTED Step / Step Name: partitionerstep ]NUM,NUM      NUM%NUM-NUM-NUM NUM:NUM:NUM.NUM  IN
0	INFO TRANDATA CDMOWN.CS_CUST_FAVOR_LANG_HST
0	INFO TRANDATA CDMOWN.CS_CUST_GGNI_APT_TXN
0	INFO TRANDATA ORDOWN.AC_GGNI_APT_BAS
0	INFO TRANDATA ORDOWN.AC_GIGA_IOT_CONT_REL_HST
0	INFO TRANDATA ORDOWN.AC_ITG_ODER_BAS
0	INFO TRANDATA ORDOWN.AC_MVNO_SYN_MOT_TXN
0	INFO TRANDATA ORDOWN.AC_ONLINE_CUST_APY_ADTN_TXN
0	INFO TRANDATA ORDOWN.AC_SVC_CONT_INSR_ADM_HST
0	INFO [- * COMPLETED Step / Step Name: acquireLock ]NUM,NUM      NUM%NUM-NUM-NUM NUM:NUM:NUM.NUM  INFO =======================================================NUM,NUM      NUM%NUM-NUM-NUM NUM:NUM:NUM.NUM  INFO
0	INF_DW_NUM_MYSH_EV_CONT
0	INF_Ext_Monthly_Count_NUM.logexitr
0	INF_Int_Monthly_Count_NUM.logexit
0	INISAFENet.log
0	INISAFENet.properties.NUMcp -rp INISAFENet.properties.NUM INISAFENet.properties
0	INITRANS NUM
0	INSTANCE_NAME    STATUS
0	INTER%
0	INTER_CNT_NUM
0	INTER_LOG_NUM
0	INTER_LOG_NUM%
0	INTER_LOG_NUM_IX
0	INTL_MOV_HNDSET_IDFY_NO
0	INTM_INSUR_ADM_BAS
0	INUM
0	INUM/
0	INVHOWN
0	INVOWN
0	IN|OUT_DURATION : 0                 | 0                     MMS_SUBJECT_LEN : NUM
0	IO
0	IO_IFT_CNTR_INFO.sql
0	IPCC
0	IPLRTBL.NUM          MDNCDRTBL                 RCCRTBL.NUM.bk       SMCPFXTBL_NUM_old    SMCPFXTBL_NUM      UAINFOTBL_NUM
0	IPLSTimeOut
0	IP_ADDRESS
0	IP_ADDRESS                                                                                                        NOT NULL VARCHAR2(NUM)
0	IP_ADDRESS         IP_ADDRESS   IP_ADDRESS       ipmp2
0	"IP_ADDRESS  BD-SUNBKNUM"" >> /hosts"
0	IP_ADDRESS  NUMtelnet IP_ADDRESS  NUM
0	IP_ADDRESS  scheduler.NUM-NUM-NUM.log
0	"IP_ADDRESS - - [NUM/NUM:NUM:NUM:NUM +NUM] ""POST /msgstatus HTTP/1.1"" NUM NUM 0.NUM,NUM%NUM"
0	"IP_ADDRESS - - [NUM/NUM:NUM:NUM:NUM +NUM] -/- ""POST /message?mno=lgu HTTP/1.1"" ""-"" ""okhttp/3.8.1"" ""-"" NUM NUM NUM 0.0cat access_maap.uplus.co.kr_NUM.log-NUM | grep "" """""" | grep 1"
0	IP_ADDRESS -t
0	IP_ADDRESS IP_ADDRESS /IP_ADDRESS
0	"IP_ADDRESS IP_ADDRESS [NUM/NUM:NUM:NUM:NUM +NUM] ""POST /MoscTelCallService"" HTTP/1.1 NUM"
0	IP_ADDRESS NUM
0	IP_ADDRESS NUM telnet  IP_ADDRESS NUM
0	IP_ADDRESS NUMtelnet  IP_ADDRESS NUM
0	IP_ADDRESS NUMtelnet IP_ADDRESS NUM
0	"IP_ADDRESS TLSv1.2 ECDHE-RSA-AESNUM-GCM-SHANUM ""POST /charge.xml HTTP/1.1"" NUM"
0	IP_ADDRESS ne
0	IP_ADDRESS3
0	IP_ADDRESSGiGA Genie NUMcore NUMGB Instance. Virtual NetworkingNUMCNUMGNUMG NUMG NUMGCentOS Linux release 7.2.NUM (Core)0giga-genie??RunningNUM-NUM-NUM NUM:NUM:NUM-NUM-NUM NUM:NUM:NUMvp_giga-genie_NUMP
0	IP_ADDRESSIP_ADDRESS
0	IP_ADDRESSIP_ADDRESSDESTINATION Address(dotted decimal or symbolic name)
0	IP_ADDRESSIP_ADDRESSDESTINATION Address(dotted decimal or symbolic name)Destination TYPEDESTINATION Address
0	IP_ADDRESSIP_ADDRESSIP_ADDRESSsu - lupin
0	IP_ADDRESSIP_ADDRESSNUMk
0	IP_ADDRESSNUM
0	IP_ADDRESSll
0	IP_ADDRESStelnet IP_ADDRESS NUM
0	IRIS
0	IS
0	"ISART-PISS-PISOP-PISS-PISls -lrt | grep KGMcd inikeysgrep -a ""Decrypt fail"" console.NUM-NUM-NUM* | wc -l"
0	ISPNNUM
0	ISS
0	IScsiadm -m  node
0	IT
0	IVER_NUM_NUM_NUM_NUM.log
0	IWQ
0	Iamui
0	Iamui6su - iamuiadmin
0	IamuiNUM
0	IamuiNUMsu - iamuiadmin
0	IamuiNUMsu - scapui
0	IamuiNUM~su - scapui
0	Iamuisu - scapui
0	Iamusu - iamuibatch
0	Ii PRDUSG1_msglog.log
0	Iid sysadm
0	Illegal access will be prosecuted to the full extent of th
0	Inbound
0	Index altered.
0	"Index created.""  HF_NUM_work_smalldata.log | wc -l"
0	Indf -h
0	InetOstpConvAdmTgtListRetvDO
0	Inf@NUM
0	Inf@NUMcd /NUM
0	InfRateReGuidingRejectedCdrJO_NUM_NUM.log | more
0	InfRateReGuidingRejectedCdrJO_NUM_NUM_3.log | more
0	Infmg
0	Inftail -f shub_connecerver_NUM
0	InsInsInside
0	InsertJCNMSC.sh insert_auth_NUM.sql
0	InsertJCNMSC.sh insert_ecoms_NUM.sql
0	InsertJCNMSC.sh update_auth_NUM.sql
0	InsertJCNMSC.sh update_auth_NUM_3.sql
0	InsertJCNMSC.sh update_authinfo_NUM.sql
0	InsertJCNMSC.sh update_grp2user_NUM.sql
0	InsertJCNMSC.sh update_jcnmsc_NUM.sql
0	InsertJCNMSC.sh update_jcnmsc_email2_NUM.sql
0	InsertJCNMSC.sh update_tmp_carrierpstn_NUM_NUM.sql
0	InsertSQL.sh
0	InsertSQL.sh NUM.sql
0	InsertSQL.sh deleteINTEG.sql
0	InsertSQL.sh delete_AMTCORP_NUM.sql
0	InsertSQL.sh delete_batlog_NUM.sql
0	InsertSQL.sh delete_creditquerylog_NUM.sql
0	InsertSQL.sh delete_cust_reltn_NUM.sql
0	InsertSQL.sh delete_didinfo_NUM.sql
0	InsertSQL.sh delete_didlnpinfo_NUM.sql
0	InsertSQL.sh delete_optyexcept_NUM.sql
0	InsertSQL.sh delete_reltn_NUM.sql
0	InsertSQL.sh delete_reltn_info_NUM.sql
0	InsertSQL.sh delete_tmpdidlnpinfo_NUM.sql
0	InsertSQL.sh insert_batcron_NUM.sql
0	InsertSQL.sh insert_cbosepreltab_rsNUM_NUM.sql
0	InsertSQL.sh insert_ccia_chang_NUM.sql
0	InsertSQL.sh insert_chang_NUM.sql
0	InsertSQL.sh insert_chang_info_NUM.sql
0	InsertSQL.sh insert_csNUM_cctlog_NUM.sql
0	InsertSQL.sh insert_csysempprivs_NUM.sql
0	InsertSQL.sh insert_csysofcmap_NUM.sql
0	InsertSQL.sh insert_header_NUM.sql
0	InsertSQL.sh insert_msysemp_NUM.sql
0	InsertSQL.sh insert_nccrNUM_NUM.sql
0	InsertSQL.sh insert_nccrNUM_sepreltab_NUM.sql
0	InsertSQL.sh insert_nccr_NUM_4.sql
0	InsertSQL.sh insert_nccrcsNUM_NUM.sql
0	InsertSQL.sh insert_nccrcsNUM_NUM_1.sql
0	InsertSQL.sh insert_nccrcsNUM_NUM_3.sql
0	InsertSQL.sh insert_nccrcsNUM_basicinfo_NUM.sql
0	InsertSQL.sh insert_nccrcsNUM_comb_NUM.sql
0	InsertSQL.sh insert_nccrcsNUM_comb_NUM_2.sql
0	InsertSQL.sh insert_nccrcsNUM_comb_NUM_3.sql
0	InsertSQL.sh insert_nccrcsNUM_custdel_NUM.sql
0	InsertSQL.sh insert_nccrcsNUM_stock_NUM.sql
0	InsertSQL.sh insert_nccrrsNUM_NUM.sql
0	InsertSQL.sh insert_nccrrsNUM_NUM_2.sql
0	InsertSQL.sh insert_nccrrsNUM_mktagree_NUM.sql
0	InsertSQL.sh insert_nsNUM_NUM.sql
0	InsertSQL.sh insert_nsNUM_arno_road_mapp_NUM.sql
0	InsertSQL.sh insert_ns_cbosepreltab_NUM.sql
0	InsertSQL.sh insert_privs_NUM.sql
0	InsertSQL.sh insert_raddr_NUM.sql
0	InsertSQL.sh insert_reltn_NUM.sql
0	InsertSQL.sh insert_rs_basicinfo_NUM.sql
0	InsertSQL.sh insert_rs_header_NUM.sql
0	InsertSQL.sh insert_rs_msafer_NUM.sql
0	InsertSQL.sh insert_sacreditauthz_NUM.sql
0	InsertSQL.sh insert_salebusi_nccrcsNUM_NUM.sql
0	InsertSQL.sh insert_sepreltab_nccrcsNUM_NUM.sql
0	InsertSQL.sh insert_sepreltablist_NUM.sql
0	InsertSQL.sh insert_sepreltablist_nsNUM_NUM.sql
0	InsertSQL.sh insert_septab_nccrcsNUM_NUM.sql
0	InsertSQL.sh insert_sms_NUM.sql
0	InsertSQL.sh insert_smsemails_NUM.sql
0	InsertSQL.sh skc.sql
0	InsertSQL.sh updae_tmpcarrierpstn_NUM_NUM.sql
0	InsertSQL.sh update_autostop_NUM.sql
0	InsertSQL.sh update_basicinfo_2_NUM.sql
0	InsertSQL.sh update_basicinfo_3_NUM.sql
0	InsertSQL.sh update_basicinfo_4_NUM.sql
0	InsertSQL.sh update_basicinfo_NUM.sql
0	InsertSQL.sh update_basicinfo_NUM_2.sql
0	InsertSQL.sh update_basicinfo_NUM_NUM.sql
0	InsertSQL.sh update_bat_NUM.sql
0	InsertSQL.sh update_batch_NUM.sql
0	InsertSQL.sh update_bill_acc_bas_NUM.sql
0	InsertSQL.sh update_carrierpstn_NUM_NUM.sql
0	InsertSQL.sh update_cbosalebusi_NUM.sql
0	InsertSQL.sh update_cbosepreltab_NUM.sql
0	InsertSQL.sh update_cbosepreltablist_NUM.sql
0	InsertSQL.sh update_cbosepreltablist_NUM_2.sql
0	InsertSQL.sh update_cbosepreltablist_NUM_3.sql
0	InsertSQL.sh update_cboseptablist_NUM.sql
0	InsertSQL.sh update_ccpicarrierpstn_NUM_1.sql
0	InsertSQL.sh update_ccpicarrierpstn_NUM_NUM.sql
0	InsertSQL.sh update_ccstbasicinfo_NUM.sql
0	InsertSQL.sh update_chang_info_NUM.sql
0	InsertSQL.sh update_clocarea_NUM.sql
0	InsertSQL.sh update_clocareatrd_NUM.sql
0	InsertSQL.sh update_comb_NUM.sql
0	InsertSQL.sh update_creditquerylog_NUM.sql
0	InsertSQL.sh update_crminfo_NUM.sql
0	InsertSQL.sh update_ctmpcarrierpstn_NUM_3.sql
0	InsertSQL.sh update_cwkobusiagnmng_NUM.sql
0	InsertSQL.sh update_cwkoinform_NUM.sql
0	InsertSQL.sh update_didinfo_NUM.sql
0	InsertSQL.sh update_divd_NUM.sql
0	InsertSQL.sh update_entum_NUM.sql
0	InsertSQL.sh update_head_NUM.sql
0	InsertSQL.sh update_head_rs_NUM.sql
0	InsertSQL.sh update_msysemp_NUM.sql
0	InsertSQL.sh update_nonbt_NUM.sql
0	InsertSQL.sh update_nrc_NUM.sql
0	InsertSQL.sh update_nrc_NUM_NUM.sql
0	InsertSQL.sh update_ordinfo_NUM.sql
0	InsertSQL.sh update_org_semp_pos_NUM.sql
0	InsertSQL.sh update_prepay_NUM.sql
0	InsertSQL.sh update_prepay_back_NUM.sql
0	InsertSQL.sh update_reltn_NUM.sql
0	InsertSQL.sh update_reltn_info_NUM.sql
0	InsertSQL.sh update_reltn_info_NUM_2.sql
0	InsertSQL.sh update_resale_NUM.sql
0	InsertSQL.sh update_salebusi_NUM.sql
0	InsertSQL.sh update_salebusi_pause_NUM.sql
0	InsertSQL.sh update_secprivacy_NUM.sql
0	InsertSQL.sh update_sepreltab_NUM_NUM.sql
0	InsertSQL.sh update_sepreltab_error_n_NUM.sql
0	InsertSQL.sh update_sepreltab_ns_NUM_NUM.sql
0	InsertSQL.sh update_septab_NUM.sql
0	InsertSQL.sh update_septablist_NUM.sql
0	InsertSQL.sh update_succession_NUM.sql
0	InsertSQL.sh update_tb_ccpiNUM_NUM_NUM.sql
0	InsertSQL.sh update_tb_ccstbasicinfo_NUM.sql
0	InsertSQL.sh update_tb_csyscd_NUM.sql
0	InsertSQL.sh update_tb_csysempprivs_NUM.sql
0	InsertSQL.sh update_tmp_carrierpstn_NUM_NUM.sql
0	InsertSQL.sh update_tmpcarrier_NUM.sql
0	InsertSQL.sh update_tmpcarrier_NUM_1.sql
0	InsertSQL.sh update_tmpcarrier_NUM_2.sql
0	InsertSQL.sh update_tmpcarrier_NUM_3.sql
0	InsertSQL.sh update_tmpcarrier_NUM_4.sql
0	InsertSQL.sh update_tmpcarrier_NUM_5.sql
0	InsertSQL.sh update_tmpcarrierpsnt_NUM_NUM.sql
0	InsertSQL.sh update_tmpcarrierpstn_3.sql
0	InsertSQL.sh update_tmpcarrierpstn_NUM.sql
0	InsertSQL.sh update_tmpcarrierpstn_NUM_1.sql
0	InsertSQL.sh update_tmpcarrierpstn_NUM_2.sql
0	InsertSQL.sh update_tmpcarrierpstn_NUM_3.sql
0	InsertSQL.sh update_tmpcarrierpstn_NUM_4.sql
0	InsertSQL.sh update_tmpcarrierpstn_NUM_5.sql
0	InsertSQL.sh update_tmpcarrierpstn_NUM_6.sql
0	InsertSQL.sh update_tmpcarrierpstn_NUM_8.sql
0	InsertSQL.sh update_tmpcarrierpstn_NUM_NUM.sql
0	InsertSQL.sh update_tmpcarrperpstn_NUM_4.sql
0	InsertSQL.sh update_tmpdidlnp_NUM.sql
0	InsertSQL.sh updatt_divd_NUM.sql
0	Insert_P2S
0	Insert_P2S  NCCRCSNUM  TB_AC_BILL_ACC_BAS  BILL_ACC_ID  NUM
0	Insert_P2S  NCCRCSNUM  TB_CIFTACCLINENO   CONNECT_SA_ID  NUM
0	Insert_P2S  NCCRCSNUM  tb_ccpiNUM  svc_no NUM
0	Insert_P2S  NCCRCSNUM  tb_ctmpmobile  svc_no  NUM
0	Insert_P2S  nccrcsNUM  tb_ctmpmobile  svc_no  NUM
0	Insert_P2S NCCRCSNUM   tb_ctmpmobile  svc_no NUM
0	Insert_P2S NCCRCSNUM TB_AC_BILL_ACC_BAS BILL_ACC_ID NUM
0	Insert_P2S NCCRCSNUM TB_CCPIBIZMEKA TOP_SA_ID NUM
0	Insert_P2S NCCRCSNUM TB_CCPIDEMARG TOP_SA_ID NUM
0	Insert_P2S NCCRCSNUM TB_CCPIENCHRG TOP_SA_ID NUM
0	Insert_P2S NCCRCSNUM TB_CCPIENTUM SA_ID NUM
0	Insert_P2S NCCRCSNUM TB_CCPIENTUMA TOP_SA_ID NUM
0	Insert_P2S NCCRCSNUM TB_CCPIEQUIP TOP_SA_ID NUM
0	Insert_P2S NCCRCSNUM TB_CCPIIAHIER SA_ID NUM
0	Insert_P2S NCCRCSNUM TB_CCPIICS SA_ID NUM
0	Insert_P2S NCCRCSNUM TB_CCPIICSCOMPANY COMPANY_ID NUM
0	Insert_P2S NCCRCSNUM TB_CCPIICSCOMPBILL SA_ID NUM
0	Insert_P2S NCCRCSNUM TB_CCPIICSSYSTEMDTL SA_ID NUM
0	Insert_P2S NCCRCSNUM TB_CCPIKORNET SA_ID NUM
0	Insert_P2S NCCRCSNUM TB_CCPIKORNETA TOP_SA_ID NUM
0	Insert_P2S NCCRCSNUM TB_CCPILEASE SA_ID NUM
0	Insert_P2S NCCRCSNUM TB_CCPINATCOMM SA_ID NUM
0	Insert_P2S NCCRCSNUM TB_CCPINRC SA_ID NUM
0	Insert_P2S NCCRCSNUM TB_CCPIPRODHIER TOP_SA_ID NUM
0	Insert_P2S NCCRCSNUM TB_CCPIRESALE SA_ID NUM
0	Insert_P2S NCCRCSNUM TB_CCPIRESALE TOP_SA_ID NUM
0	Insert_P2S NCCRCSNUM TB_CCSTBASICINFO CUST_ID NUM
0	Insert_P2S NCCRCSNUM TB_CCSTBASICINFO CUST_ID NUMC
0	Insert_P2S NCCRCSNUM TB_CCSTBASICINFO CUST_ID NUMG
0	Insert_P2S NCCRCSNUM TB_CGEN_CUST_ID_MAPP_INFO cust_id NUM
0	Insert_P2S NCCRCSNUM TB_CORDLEASERCV SVC_NO NUM
0	Insert_P2S NCCRCSNUM TB_CORDNRCCARDPAY ORD_NO NUMHNNUM
0	Insert_P2S NCCRCSNUM TB_CORDORDHIST SA_ID NUM
0	Insert_P2S NCCRCSNUM TB_CORDORDINFO SA_ID NUM
0	Insert_P2S NCCRCSNUM TB_CORDORDINFO SA_ID NUMX
0	Insert_P2S NCCRCSNUM TB_CSYSAGNCPRODSA SALE_PROD_TYPE_CD NUM
0	Insert_P2S NCCRCSNUM TB_CWKOCARDCERTIFYLOG ORD_NO NUMHNNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMABNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMAFNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMANUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMAQNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMAUNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMAXNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMBFNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMBNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMBVNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMFBNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMFHNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMFJNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMFKNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMFNNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMFSNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMGJNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMGKNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMGONUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMGTNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMHCNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMHGNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMHJNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMHLNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMHNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMHONUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMIDNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMIJNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMIMNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMJNUM
0	Insert_P2S NCCRCSNUM TB_CWKODELMONS WO_NO NUMRNUM
0	Insert_P2S NCCRCSNUM TB_CWKOKORNETLLR SA_ID NUM
0	Insert_P2S NCCRCSNUM TB_MSYSEMP EMP_NO NUM
0	Insert_P2S NCCRCSNUM tb_ccpiNUM SA_ID NUMA
0	Insert_P2S NCCRCSNUM tb_ccpiNUMhist SA_ID NUMA
0	Insert_P2S NCCRCSNUM tb_ccpiiaher sa_id NUM
0	Insert_P2S NCCRCSNUM tb_ccpiiahier sa_id NUM
0	Insert_P2S NCCRCSNUM tb_ccpikornet sa_id NUM
0	Insert_P2S NCCRCSNUM tb_ccpilease sa_id NUM
0	Insert_P2S NCCRCSNUM tb_ccpiprodhier sa_id NUM
0	Insert_P2S NCCRCSNUM tb_ccpiresale sa_id NUM
0	Insert_P2S NCCRCSNUM tb_ccstbasicinfo cust_id NUM
0	Insert_P2S NCCRCSNUM tb_cfacsvcarea dong_cd NUM
0	Insert_P2S NCCRCSNUM tb_cordordinfo sa_id NUM
0	Insert_P2S NCCRRSNUM TB_CGEN_CUST_ID_MAPP_INFO cust_id NUM
0	Insert_P2S NCCRRSNUM tb_ccstbasicinfo cust_id NUM
0	Insert_P2S NCCRRSNUM tb_cfacsvcarea dong_cd NUM
0	Insert_P2S_Multi_Table.sh    NUM
0	Insert_P2S_Multi_Table.sh   NUM
0	Insert_P2S_Multi_Table.sh  NUM
0	InstantSSL
0	Inter%
0	Internal Server Erro
0	Interruptedls -alt
0	IntmInsurCtgCdRetvDO
0	IntmInsurDivBasRet
0	IntmInsurRuleInfoByDtlDivCdDO
0	IntmInsurSbscInfoRetvDO
0	Iostat -ctxnzpiostat -ctxnzp
0	"Irahgetall ""BlockList:NUM"""
0	J1RRPSRV_RRP_OGNUM_NUM_NUM_NUM.log
0	JAVA_HOME
0	JF.log.NUM
0	JJJ
0	JNUMM5
0	JOB
0	JOIN_ENABLED
0	JUOWN
0	Jbin
0	JkMount /* wlb
0	K -w day /hosts
0	K. t.sh
0	K0Rsu - xadm
0	K0re@#dl
0	K0re@#el
0	KAF_AUTH_PASSLOGIN
0	KDAP
0	KDAP_NUM
0	KDAP_ROAMPATTERN_CRM_NUM.DEND
0	"KEY ""Mpaypush*"" | xarges rediexit"
0	KG
0	KGL_NEW_COA
0	KILL -9 NUM
0	KILL CDM2PMP
0	KILL CDMPMP
0	KILL CDMREPA
0	KILL-ALL
0	KILLkill -9 NUM
0	KILl -9 NUM
0	KJ
0	KJXE-4SKW-RZXP-ZCRO-NPPN-JNUML-GC8C-P3NP-OPPX-O6
0	KJXV-LYRC-JZFC-6ORP-PPPX-NUMPR-PPPP-O4PP-PPC4-KC
0	KJXZ-HOOP-ZVNUM-VYOP-PPPP-PRPP-PCB8-PPOR-PPXO-TU
0	KKKK
0	KKRsu - tcespNUM
0	KLsu - lupin
0	KNJ_TONG_RATE_SOIP_NUM_FIN
0	KNMSNUM
0	KNMS_M_NUM_NUM_NUM.dat.gz KNMS_M_NUM_NUM_NUM.dat.gz KNMS_M_NUM_NUM_NUM.dat.gz KNMS_M_NUM_NUM_NUM.dat.gz KNMS_M_NUM_NUM_NUM.dat.gz
0	KOSCRM_RULE_CDR_NUM* -rtl|grep 'KOSCRM_RULE_CDR_NUM*.dat'
0	KOSCRM_RULE_CDR_NUM*ls
0	KOS_AGREE_TXN
0	KPAYTRUST
0	KR
0	KR. t.sh
0	KRd
0	KRsu - tcamcNUM
0	KRsu - xadm
0	KRt. t.sh
0	KRtc
0	KRtc . t.sh
0	KRtc. t.sh
0	KRtcocatop
0	KRtcp. t.sh
0	KRtcpet1@!su - tcamcNUM
0	KRtcpet1su - tcamcNUM
0	KRtcpr`. t.sh
0	KRtcprd1@
0	KRtcprd1@1
0	KRtcprd1@su - tcamcNUM
0	KRtcprdNUMsu - tcamcNUM
0	KRtcprdsu - tcamcNUM
0	KRtcpresu - tcamcNUM
0	KRtcprsu - tcamcNUM
0	KRtcprtsu - tcamcNUM
0	KRtcpsu - tcamcNUM
0	KRtcpsu - tcespNUM
0	KRtpsu - tcamcNUM
0	KRtsu - tcamcNUM
0	KSH gen_scr_after.sh
0	KT
0	KT Corporation
0	KT corporation
0	KT-GMMSC NUM/NUM NUM:NUM:NUM Fri SHOW-TR
0	KT.FAIL.sendMessageKT.FAIL.sendMessage
0	KTBIL
0	KTDS
0	KTDSINSA
0	KTEAIDB
0	KTNUM$alti
0	KTRCS.TB_CWKOXROSHOTR
0	KTloggrep NUM-NUM-NUM NUM:NUM:NUM api-debug.loggrep NUM:NUM:NUM api-debug.log|grep CAPRI
0	KTrcsNUM#$
0	KTrsu - ktrcs
0	KTsu - ktrcs
0	KX
0	KafNUMsu - smap
0	Kafsu - smap
0	Kc2$. t.sh
0	Kc2$ErtQ9
0	Kc2$ErtQNUM
0	Kc2$ErtQsu - ratbat
0	Kc2. t.sh
0	Kc2E. t.sh
0	KftcMotDamonTrtJO_F AutoImprJbMainActJ
0	Kkxxxxicat
0	KoSNUM!su - kosdba
0	KrcsNUM#$
0	Krsu - ktrcs
0	Ksh -n AVMADMINNUM -c '-i NUM -c 2 -s NUM -Pgn1avm_runAVMadmin_Ksh -n AVMADMINNUM -c '-i NUM -c 2 -s 2gn1avm_runAVMadmin_Ksh -n AVMADMINNUM -c '-i NUM -c 2 -r RRP_OGNUM
0	Ksu - ktrcs
0	Ksu - ktrcs'
0	Ksu - lupin
0	Ksu - ratbat
0	Ksu - tcamcNUM
0	Ksu - tcamfNUM
0	Ksu - tcespNUM
0	Ktcdc#9D
0	Ktcdc#NF
0	Ktr
0	KtrKtcdc#9D
1	Ktrcs
0	Ktrcs1`su - ktrcs
0	Ktrcs1omc stop
0	Ktrcs1su - ktrcs
0	KtrcsNUM
0	KtrcsNUM##$
0	KtrcsNUM#$
0	KtrcsNUM#$su - ktrcs
0	KtrcsNUM#exit
0	KtrcsNUM$#$su - ktrcs
0	KtrcsNUMsu - ktrcs
0	Ktrcsu - ktrcs
0	Ktrsu - ktrcs
0	Ktsu - ktrcs
0	L chm1
0	L cnt
0	L cnt1
0	L ls -ltr
0	L npb
0	L nsb
0	L nsb1
0	L nsb2
0	L1-set number
0	L4SWTBL
0	L5
0	L9_AIRTIME_       CNTS INTL_IS_AMTS        AMT
0	LAMcd Lmkdir GenioTest
0	"LANGfind / -name ""cmd_line*"
0	LARGEAMT_CUST_INFO
0	LAcat
0	LCA_TRACE.NUM.log
0	LDM ldm list
0	LDW
0	LDW_C1_R2_CUST_JUNE_NUM_PI_TOT UAT_NUM_PI
0	LDW_C1_R2_CUST_JUNE_NUM_RE_TOT UAT_NUM_RE
0	LDW_SEEZN_CUST
0	LDldm list
0	LE
0	LESR
0	LESS ADJ9REFRESH_BYREQ_BSS_NUM_NUM.log
0	LESS AVM_AVM1_NUM_NUM_NUM_NUM.log
0	LESS TLS1CLEANUP_TCUSGNUM_BSS_NUM_NUM.log
0	LESS hf
0	LE_REC
0	LF
0	LGO1
0	LGOB.NUM.NUM.log    MKDB1.NUM.NUM.log   MMGR.NUM.NUM.log    PRGI.NUM.NUM.log grep NUMvKA1B0UNUMRRNUM *.NUM.log
0	LGOOSMAB
0	LGU
0	"LGU-NUMdcbaNUM-fNUM-NUMb-acf8-dfNUMcat api-debug.NUM-NUM-NUM_0* | grep ""NUMdcbaNUM-fNUM-NUMb-acf8-dfNUMc"""
0	LGUSender : between select.tbl_msg and processMessage.end = NUM
0	LGgin CCRNUM
0	LHOST GAT2E
0	LIMC3
0	LINKNS
0	LIST
0	LIST -a
0	LISTEN
0	LISTEN      NUM/master
0	LISTENER2
0	LIa
0	LL
0	LL adj9*
0	LL adj9ver*
0	LL ncNUM*
0	LLL
0	LLOG ICDT
0	LLOG SDMB
0	LLS4xQLdMuSS
0	LMSCNUM.DIR    tblNUM/cd
0	LMT_CLAS_BAS
0	LO
0	LO GLOG ICDT
0	LO%
0	LOAD-MMI
0	LOCAL
0	LOCALE
0	LOCATOR
0	LOG
0	LOG AAIB
0	LOG DBMB
0	LOG DRBS
0	LOG DRMB
0	"LOG DRMB | grep ""ERROR"""
0	LOG DRMB | grep ERROR
0	LOG DRMBSDMBSTS-PIS LOG SDMB
0	LOG DRMB|grep ERROR
